sku,nombre,departamento,clase,tipo_marca,fecha,unidades,venta_neta,precio,costo
50066388,CAJA ARCHIVO REGISTRADOR OFFIC,ARCHIVO Y ACCESORIOS,CAJAS DE ARCHIVO,Marca Externa,2024-02-01,4,228.35,57.09,37.1
50066388,CAJA ARCHIVO REGISTRADOR OFFIC,ARCHIVO Y ACCESORIOS,CAJAS DE ARCHIVO,Marca Externa,2024-03-01,9,469.76,52.2,37.1
50066388,CAJA ARCHIVO REGISTRADOR OFFIC,ARCHIVO Y ACCESORIOS,CAJAS DE ARCHIVO,Marca Externa,2024-04-01,3,171.53,57.18,37.1
50066388,CAJA ARCHIVO REGISTRADOR OFFIC,ARCHIVO Y ACCESORIOS,CAJAS DE ARCHIVO,Marca Externa,2024-05-01,6,330.6,55.1,37.1
50066388,CAJA ARCHIVO REGISTRADOR OFFIC,ARCHIVO Y ACCESORIOS,CAJAS DE ARCHIVO,Marca Externa,2024-06-01,6,319.86,53.31,37.1
50066388,CAJA ARCHIVO REGISTRADOR OFFIC,ARCHIVO Y ACCESORIOS,CAJAS DE ARCHIVO,Marca Externa,2024-07-01,2,122.75,61.37,37.1
50066388,CAJA ARCHIVO REGISTRADOR OFFIC,ARCHIVO Y ACCESORIOS,CAJAS DE ARCHIVO,Marca Externa,2024-08-01,5,284.24,56.85,37.1
50066388,CAJA ARCHIVO REGISTRADOR OFFIC,ARCHIVO Y ACCESORIOS,CAJAS DE ARCHIVO,Marca Externa,2024-09-01,3,176.87,58.96,37.1
50066388,CAJA ARCHIVO REGISTRADOR OFFIC,ARCHIVO Y ACCESORIOS,CAJAS DE ARCHIVO,Marca Externa,2024-10-01,10,520.3,52.03,37.1
50066388,CAJA ARCHIVO REGISTRADOR OFFIC,ARCHIVO Y ACCESORIOS,CAJAS DE ARCHIVO,Marca Externa,2024-11-01,14,720.11,51.44,37.1
50066388,CAJA ARCHIVO REGISTRADOR OFFIC,ARCHIVO Y ACCESORIOS,CAJAS DE ARCHIVO,Marca Externa,2024-12-01,6,332.59,55.43,37.1
50066388,CAJA ARCHIVO REGISTRADOR OFFIC,ARCHIVO Y ACCESORIOS,CAJAS DE ARCHIVO,Marca Externa,2025-01-01,8,418.35,52.29,37.1
50066388,CAJA ARCHIVO REGISTRADOR OFFIC,ARCHIVO Y ACCESORIOS,CAJAS DE ARCHIVO,Marca Externa,2025-02-01,7,372.57,53.22,37.1
50066388,CAJA ARCHIVO REGISTRADOR OFFIC,ARCHIVO Y ACCESORIOS,CAJAS DE ARCHIVO,Marca Externa,2025-03-01,3,176.74,58.91,37.1
50066388,CAJA ARCHIVO REGISTRADOR OFFIC,ARCHIVO Y ACCESORIOS,CAJAS DE ARCHIVO,Marca Externa,2025-04-01,3,177.15,59.05,37.1
50066388,CAJA ARCHIVO REGISTRADOR OFFIC,ARCHIVO Y ACCESORIOS,CAJAS DE ARCHIVO,Marca Externa,2025-05-01,2,128.29,64.15,37.1
50066388,CAJA ARCHIVO REGISTRADOR OFFIC,ARCHIVO Y ACCESORIOS,CAJAS DE ARCHIVO,Marca Externa,2025-06-01,3,185.13,61.71,37.1
50066388,CAJA ARCHIVO REGISTRADOR OFFIC,ARCHIVO Y ACCESORIOS,CAJAS DE ARCHIVO,Marca Externa,2025-07-01,7,403.24,57.61,37.1
50066388,CAJA ARCHIVO REGISTRADOR OFFIC,ARCHIVO Y ACCESORIOS,CAJAS DE ARCHIVO,Marca Externa,2025-08-01,2,127.72,63.86,37.1
50066388,CAJA ARCHIVO REGISTRADOR OFFIC,ARCHIVO Y ACCESORIOS,CAJAS DE ARCHIVO,Marca Externa,2025-09-01,5,287.11,57.42,37.1
50066388,CAJA ARCHIVO REGISTRADOR OFFIC,ARCHIVO Y ACCESORIOS,CAJAS DE ARCHIVO,Marca Externa,2025-10-01,5,277.28,55.46,37.1
50066388,CAJA ARCHIVO REGISTRADOR OFFIC,ARCHIVO Y ACCESORIOS,CAJAS DE ARCHIVO,Marca Externa,2025-11-01,5,284.72,56.94,37.1
50066388,CAJA ARCHIVO REGISTRADOR OFFIC,ARCHIVO Y ACCESORIOS,CAJAS DE ARCHIVO,Marca Externa,2025-12-01,2,124.62,62.31,37.1
50066388,CAJA ARCHIVO REGISTRADOR OFFIC,ARCHIVO Y ACCESORIOS,CAJAS DE ARCHIVO,Marca Externa,2026-01-01,7,369.63,52.8,37.1
50066388,CAJA ARCHIVO REGISTRADOR OFFIC,ARCHIVO Y ACCESORIOS,CAJAS DE ARCHIVO,Marca Externa,2026-02-01,8,418.92,52.36,37.1
50066388,CAJA ARCHIVO REGISTRADOR OFFIC,ARCHIVO Y ACCESORIOS,CAJAS DE ARCHIVO,Marca Externa,2026-03-01,7,383.31,54.76,37.1
50066388,CAJA ARCHIVO REGISTRADOR OFFIC,ARCHIVO Y ACCESORIOS,CAJAS DE ARCHIVO,Marca Externa,2026-04-01,3,182.81,60.94,37.1
50086322,ARCHIVERO ABATIBLE C/TRANS PZA,ARCHIVO Y ACCESORIOS,ARCHIVOS EXPANDIBLES,Marca Externa,2024-01-01,3,401.63,133.88,40.24
50086322,ARCHIVERO ABATIBLE C/TRANS PZA,ARCHIVO Y ACCESORIOS,ARCHIVOS EXPANDIBLES,Marca Externa,2024-02-01,5,607.97,121.59,40.24
50086322,ARCHIVERO ABATIBLE C/TRANS PZA,ARCHIVO Y ACCESORIOS,ARCHIVOS EXPANDIBLES,Marca Externa,2024-03-01,3,386.68,128.89,40.24
50086322,ARCHIVERO ABATIBLE C/TRANS PZA,ARCHIVO Y ACCESORIOS,ARCHIVOS EXPANDIBLES,Marca Externa,2024-04-01,18,1796.34,99.8,40.24
50086322,ARCHIVERO ABATIBLE C/TRANS PZA,ARCHIVO Y ACCESORIOS,ARCHIVOS EXPANDIBLES,Marca Externa,2024-05-01,7,820.5,117.21,40.24
50086322,ARCHIVERO ABATIBLE C/TRANS PZA,ARCHIVO Y ACCESORIOS,ARCHIVOS EXPANDIBLES,Marca Externa,2024-08-01,49,4343.32,88.64,40.24
50086322,ARCHIVERO ABATIBLE C/TRANS PZA,ARCHIVO Y ACCESORIOS,ARCHIVOS EXPANDIBLES,Marca Externa,2024-09-01,17,1650.75,97.1,40.24
50086322,ARCHIVERO ABATIBLE C/TRANS PZA,ARCHIVO Y ACCESORIOS,ARCHIVOS EXPANDIBLES,Marca Externa,2024-12-01,30,2880.6,96.02,40.24
50086322,ARCHIVERO ABATIBLE C/TRANS PZA,ARCHIVO Y ACCESORIOS,ARCHIVOS EXPANDIBLES,Marca Externa,2025-01-01,4,503.01,125.75,40.24
50086322,ARCHIVERO ABATIBLE C/TRANS PZA,ARCHIVO Y ACCESORIOS,ARCHIVOS EXPANDIBLES,Marca Externa,2025-02-01,36,3344.82,92.91,40.24
50086322,ARCHIVERO ABATIBLE C/TRANS PZA,ARCHIVO Y ACCESORIOS,ARCHIVOS EXPANDIBLES,Marca Externa,2025-04-01,4,511.76,127.94,40.24
50086322,ARCHIVERO ABATIBLE C/TRANS PZA,ARCHIVO Y ACCESORIOS,ARCHIVOS EXPANDIBLES,Marca Externa,2025-05-01,20,1990.28,99.51,40.24
50086322,ARCHIVERO ABATIBLE C/TRANS PZA,ARCHIVO Y ACCESORIOS,ARCHIVOS EXPANDIBLES,Marca Externa,2025-09-01,3,398.52,132.84,40.24
50086322,ARCHIVERO ABATIBLE C/TRANS PZA,ARCHIVO Y ACCESORIOS,ARCHIVOS EXPANDIBLES,Marca Externa,2025-10-01,33,3007.28,91.13,40.24
50086322,ARCHIVERO ABATIBLE C/TRANS PZA,ARCHIVO Y ACCESORIOS,ARCHIVOS EXPANDIBLES,Marca Externa,2025-11-01,23,2195.35,95.45,40.24
50086322,ARCHIVERO ABATIBLE C/TRANS PZA,ARCHIVO Y ACCESORIOS,ARCHIVOS EXPANDIBLES,Marca Externa,2026-02-01,4,472.08,118.02,40.24
50086322,ARCHIVERO ABATIBLE C/TRANS PZA,ARCHIVO Y ACCESORIOS,ARCHIVOS EXPANDIBLES,Marca Externa,2026-03-01,8,875.11,109.39,40.24
50031938,FOLDER OMX CARTA MANILA 25PK,ARCHIVO Y ACCESORIOS,FOLDERS MANILA,Marca Propia,2024-01-01,2,186.27,93.14,42.26
50031938,FOLDER OMX CARTA MANILA 25PK,ARCHIVO Y ACCESORIOS,FOLDERS MANILA,Marca Propia,2024-02-01,1,91.47,91.47,42.26
50031938,FOLDER OMX CARTA MANILA 25PK,ARCHIVO Y ACCESORIOS,FOLDERS MANILA,Marca Propia,2024-03-01,5,340.54,68.11,42.26
50031938,FOLDER OMX CARTA MANILA 25PK,ARCHIVO Y ACCESORIOS,FOLDERS MANILA,Marca Propia,2024-04-01,60,2733.29,45.55,42.26
50031938,FOLDER OMX CARTA MANILA 25PK,ARCHIVO Y ACCESORIOS,FOLDERS MANILA,Marca Propia,2024-05-01,1,86.27,86.27,42.26
50031938,FOLDER OMX CARTA MANILA 25PK,ARCHIVO Y ACCESORIOS,FOLDERS MANILA,Marca Propia,2024-06-01,15,844.97,56.33,42.26
50031938,FOLDER OMX CARTA MANILA 25PK,ARCHIVO Y ACCESORIOS,FOLDERS MANILA,Marca Propia,2024-07-01,3,225.19,75.06,42.26
50031938,FOLDER OMX CARTA MANILA 25PK,ARCHIVO Y ACCESORIOS,FOLDERS MANILA,Marca Propia,2024-09-01,10,634.33,63.43,42.26
50031938,FOLDER OMX CARTA MANILA 25PK,ARCHIVO Y ACCESORIOS,FOLDERS MANILA,Marca Propia,2024-10-01,2,154.73,77.37,42.26
50031938,FOLDER OMX CARTA MANILA 25PK,ARCHIVO Y ACCESORIOS,FOLDERS MANILA,Marca Propia,2024-11-01,9,606.89,67.43,42.26
50031938,FOLDER OMX CARTA MANILA 25PK,ARCHIVO Y ACCESORIOS,FOLDERS MANILA,Marca Propia,2025-01-01,13,734.93,56.53,42.26
50031938,FOLDER OMX CARTA MANILA 25PK,ARCHIVO Y ACCESORIOS,FOLDERS MANILA,Marca Propia,2025-03-01,3,256.88,85.63,42.26
50031938,FOLDER OMX CARTA MANILA 25PK,ARCHIVO Y ACCESORIOS,FOLDERS MANILA,Marca Propia,2025-05-01,34,1631.97,48.0,42.26
50031938,FOLDER OMX CARTA MANILA 25PK,ARCHIVO Y ACCESORIOS,FOLDERS MANILA,Marca Propia,2025-06-01,33,1715.79,51.99,42.26
50031938,FOLDER OMX CARTA MANILA 25PK,ARCHIVO Y ACCESORIOS,FOLDERS MANILA,Marca Propia,2025-07-01,11,662.52,60.23,42.26
50031938,FOLDER OMX CARTA MANILA 25PK,ARCHIVO Y ACCESORIOS,FOLDERS MANILA,Marca Propia,2025-09-01,1,90.87,90.87,42.26
50031938,FOLDER OMX CARTA MANILA 25PK,ARCHIVO Y ACCESORIOS,FOLDERS MANILA,Marca Propia,2025-10-01,12,707.33,58.94,42.26
50031938,FOLDER OMX CARTA MANILA 25PK,ARCHIVO Y ACCESORIOS,FOLDERS MANILA,Marca Propia,2025-11-01,27,1362.26,50.45,42.26
50031938,FOLDER OMX CARTA MANILA 25PK,ARCHIVO Y ACCESORIOS,FOLDERS MANILA,Marca Propia,2025-12-01,40,1897.57,47.44,42.26
50031938,FOLDER OMX CARTA MANILA 25PK,ARCHIVO Y ACCESORIOS,FOLDERS MANILA,Marca Propia,2026-02-01,43,2035.54,47.34,42.26
50031938,FOLDER OMX CARTA MANILA 25PK,ARCHIVO Y ACCESORIOS,FOLDERS MANILA,Marca Propia,2026-03-01,3,236.43,78.81,42.26
50031938,FOLDER OMX CARTA MANILA 25PK,ARCHIVO Y ACCESORIOS,FOLDERS MANILA,Marca Propia,2026-04-01,11,666.75,60.61,42.26
50094187,REFUERZO CARP AZUL 210P OMX,ARCHIVO Y ACCESORIOS,REFUERZOS PARA CARPETA,Marca Propia,2024-01-01,14,390.51,27.89,24.84
50094187,REFUERZO CARP AZUL 210P OMX,ARCHIVO Y ACCESORIOS,REFUERZOS PARA CARPETA,Marca Propia,2024-04-01,2,78.54,39.27,24.84
50094187,REFUERZO CARP AZUL 210P OMX,ARCHIVO Y ACCESORIOS,REFUERZOS PARA CARPETA,Marca Propia,2024-06-01,3,113.54,37.85,24.84
50094187,REFUERZO CARP AZUL 210P OMX,ARCHIVO Y ACCESORIOS,REFUERZOS PARA CARPETA,Marca Propia,2024-07-01,3,106.76,35.59,24.84
50094187,REFUERZO CARP AZUL 210P OMX,ARCHIVO Y ACCESORIOS,REFUERZOS PARA CARPETA,Marca Propia,2024-10-01,10,283.95,28.4,24.84
50094187,REFUERZO CARP AZUL 210P OMX,ARCHIVO Y ACCESORIOS,REFUERZOS PARA CARPETA,Marca Propia,2024-11-01,6,202.63,33.77,24.84
50094187,REFUERZO CARP AZUL 210P OMX,ARCHIVO Y ACCESORIOS,REFUERZOS PARA CARPETA,Marca Propia,2025-01-01,5,165.22,33.04,24.84
50094187,REFUERZO CARP AZUL 210P OMX,ARCHIVO Y ACCESORIOS,REFUERZOS PARA CARPETA,Marca Propia,2025-02-01,4,142.18,35.55,24.84
50094187,REFUERZO CARP AZUL 210P OMX,ARCHIVO Y ACCESORIOS,REFUERZOS PARA CARPETA,Marca Propia,2025-03-01,8,227.75,28.47,24.84
50094187,REFUERZO CARP AZUL 210P OMX,ARCHIVO Y ACCESORIOS,REFUERZOS PARA CARPETA,Marca Propia,2025-04-01,8,259.15,32.39,24.84
50094187,REFUERZO CARP AZUL 210P OMX,ARCHIVO Y ACCESORIOS,REFUERZOS PARA CARPETA,Marca Propia,2025-05-01,7,221.86,31.69,24.84
50094187,REFUERZO CARP AZUL 210P OMX,ARCHIVO Y ACCESORIOS,REFUERZOS PARA CARPETA,Marca Propia,2025-08-01,7,217.89,31.13,24.84
50094187,REFUERZO CARP AZUL 210P OMX,ARCHIVO Y ACCESORIOS,REFUERZOS PARA CARPETA,Marca Propia,2025-10-01,3,108.6,36.2,24.84
50094187,REFUERZO CARP AZUL 210P OMX,ARCHIVO Y ACCESORIOS,REFUERZOS PARA CARPETA,Marca Propia,2025-12-01,2,79.85,39.93,24.84
50094187,REFUERZO CARP AZUL 210P OMX,ARCHIVO Y ACCESORIOS,REFUERZOS PARA CARPETA,Marca Propia,2026-03-01,6,199.8,33.3,24.84
50116770,ARCHIVERO EXPAND STUK ROSA 5D,ARCHIVO Y ACCESORIOS,FOLDERS DE POLIPROPILENO,Marca Propia,2024-03-01,32,1536.78,48.02,39.76
50116770,ARCHIVERO EXPAND STUK ROSA 5D,ARCHIVO Y ACCESORIOS,FOLDERS DE POLIPROPILENO,Marca Propia,2024-05-01,18,852.93,47.38,39.76
50116770,ARCHIVERO EXPAND STUK ROSA 5D,ARCHIVO Y ACCESORIOS,FOLDERS DE POLIPROPILENO,Marca Propia,2024-08-01,15,758.64,50.58,39.76
50116770,ARCHIVERO EXPAND STUK ROSA 5D,ARCHIVO Y ACCESORIOS,FOLDERS DE POLIPROPILENO,Marca Propia,2024-10-01,2,181.17,90.58,39.76
50116770,ARCHIVERO EXPAND STUK ROSA 5D,ARCHIVO Y ACCESORIOS,FOLDERS DE POLIPROPILENO,Marca Propia,2025-02-01,2,178.96,89.48,39.76
50116770,ARCHIVERO EXPAND STUK ROSA 5D,ARCHIVO Y ACCESORIOS,FOLDERS DE POLIPROPILENO,Marca Propia,2025-05-01,1,99.34,99.34,39.76
50116770,ARCHIVERO EXPAND STUK ROSA 5D,ARCHIVO Y ACCESORIOS,FOLDERS DE POLIPROPILENO,Marca Propia,2025-06-01,3,233.61,77.87,39.76
50116770,ARCHIVERO EXPAND STUK ROSA 5D,ARCHIVO Y ACCESORIOS,FOLDERS DE POLIPROPILENO,Marca Propia,2025-07-01,3,238.33,79.44,39.76
50116770,ARCHIVERO EXPAND STUK ROSA 5D,ARCHIVO Y ACCESORIOS,FOLDERS DE POLIPROPILENO,Marca Propia,2025-08-01,4,305.43,76.36,39.76
50116770,ARCHIVERO EXPAND STUK ROSA 5D,ARCHIVO Y ACCESORIOS,FOLDERS DE POLIPROPILENO,Marca Propia,2025-09-01,5,351.94,70.39,39.76
50116770,ARCHIVERO EXPAND STUK ROSA 5D,ARCHIVO Y ACCESORIOS,FOLDERS DE POLIPROPILENO,Marca Propia,2025-12-01,2,176.71,88.35,39.76
50116770,ARCHIVERO EXPAND STUK ROSA 5D,ARCHIVO Y ACCESORIOS,FOLDERS DE POLIPROPILENO,Marca Propia,2026-01-01,3,215.9,71.97,39.76
50116770,ARCHIVERO EXPAND STUK ROSA 5D,ARCHIVO Y ACCESORIOS,FOLDERS DE POLIPROPILENO,Marca Propia,2026-02-01,1,98.44,98.44,39.76
50116770,ARCHIVERO EXPAND STUK ROSA 5D,ARCHIVO Y ACCESORIOS,FOLDERS DE POLIPROPILENO,Marca Propia,2026-03-01,27,1332.49,49.35,39.76
50061745,FOLDER OMX CARTA KRAFT 25PK,ARCHIVO Y ACCESORIOS,FOLDERS KRAFT,Marca Propia,2024-05-01,4,272.82,68.21,37.72
50061745,FOLDER OMX CARTA KRAFT 25PK,ARCHIVO Y ACCESORIOS,FOLDERS KRAFT,Marca Propia,2024-08-01,3,232.52,77.51,37.72
50061745,FOLDER OMX CARTA KRAFT 25PK,ARCHIVO Y ACCESORIOS,FOLDERS KRAFT,Marca Propia,2024-09-01,2,168.17,84.08,37.72
50061745,FOLDER OMX CARTA KRAFT 25PK,ARCHIVO Y ACCESORIOS,FOLDERS KRAFT,Marca Propia,2024-12-01,4,278.11,69.53,37.72
50061745,FOLDER OMX CARTA KRAFT 25PK,ARCHIVO Y ACCESORIOS,FOLDERS KRAFT,Marca Propia,2025-02-01,3,257.08,85.69,37.72
50061745,FOLDER OMX CARTA KRAFT 25PK,ARCHIVO Y ACCESORIOS,FOLDERS KRAFT,Marca Propia,2025-04-01,2,169.13,84.56,37.72
50061745,FOLDER OMX CARTA KRAFT 25PK,ARCHIVO Y ACCESORIOS,FOLDERS KRAFT,Marca Propia,2025-05-01,2,162.71,81.36,37.72
50061745,FOLDER OMX CARTA KRAFT 25PK,ARCHIVO Y ACCESORIOS,FOLDERS KRAFT,Marca Propia,2025-06-01,9,523.22,58.14,37.72
50061745,FOLDER OMX CARTA KRAFT 25PK,ARCHIVO Y ACCESORIOS,FOLDERS KRAFT,Marca Propia,2025-07-01,3,228.35,76.12,37.72
50061745,FOLDER OMX CARTA KRAFT 25PK,ARCHIVO Y ACCESORIOS,FOLDERS KRAFT,Marca Propia,2025-08-01,3,206.19,68.73,37.72
50061745,FOLDER OMX CARTA KRAFT 25PK,ARCHIVO Y ACCESORIOS,FOLDERS KRAFT,Marca Propia,2025-11-01,4,254.65,63.66,37.72
50061745,FOLDER OMX CARTA KRAFT 25PK,ARCHIVO Y ACCESORIOS,FOLDERS KRAFT,Marca Propia,2026-01-01,5,341.73,68.35,37.72
50061745,FOLDER OMX CARTA KRAFT 25PK,ARCHIVO Y ACCESORIOS,FOLDERS KRAFT,Marca Propia,2026-02-01,2,167.04,83.52,37.72
50011911,TARJETA INDICE BLANCA 4X6 100P,ARCHIVO Y ACCESORIOS,TARJETAS INDICE BLANCAS,Marca Externa,2024-01-01,4,141.81,35.45,19.13
50011911,TARJETA INDICE BLANCA 4X6 100P,ARCHIVO Y ACCESORIOS,TARJETAS INDICE BLANCAS,Marca Externa,2024-02-01,4,142.65,35.66,19.13
50011911,TARJETA INDICE BLANCA 4X6 100P,ARCHIVO Y ACCESORIOS,TARJETAS INDICE BLANCAS,Marca Externa,2024-03-01,3,112.21,37.4,19.13
50011911,TARJETA INDICE BLANCA 4X6 100P,ARCHIVO Y ACCESORIOS,TARJETAS INDICE BLANCAS,Marca Externa,2024-07-01,5,174.65,34.93,19.13
50011911,TARJETA INDICE BLANCA 4X6 100P,ARCHIVO Y ACCESORIOS,TARJETAS INDICE BLANCAS,Marca Externa,2024-08-01,3,111.64,37.21,19.13
50011911,TARJETA INDICE BLANCA 4X6 100P,ARCHIVO Y ACCESORIOS,TARJETAS INDICE BLANCAS,Marca Externa,2024-09-01,2,71.63,35.82,19.13
50011911,TARJETA INDICE BLANCA 4X6 100P,ARCHIVO Y ACCESORIOS,TARJETAS INDICE BLANCAS,Marca Externa,2025-03-01,5,175.64,35.13,19.13
50011911,TARJETA INDICE BLANCA 4X6 100P,ARCHIVO Y ACCESORIOS,TARJETAS INDICE BLANCAS,Marca Externa,2025-04-01,3,115.31,38.44,19.13
50011911,TARJETA INDICE BLANCA 4X6 100P,ARCHIVO Y ACCESORIOS,TARJETAS INDICE BLANCAS,Marca Externa,2025-07-01,4,150.25,37.56,19.13
50011911,TARJETA INDICE BLANCA 4X6 100P,ARCHIVO Y ACCESORIOS,TARJETAS INDICE BLANCAS,Marca Externa,2025-09-01,3,105.19,35.06,19.13
50011911,TARJETA INDICE BLANCA 4X6 100P,ARCHIVO Y ACCESORIOS,TARJETAS INDICE BLANCAS,Marca Externa,2025-12-01,4,141.54,35.38,19.13
50011911,TARJETA INDICE BLANCA 4X6 100P,ARCHIVO Y ACCESORIOS,TARJETAS INDICE BLANCAS,Marca Externa,2026-01-01,3,113.23,37.74,19.13
50011911,TARJETA INDICE BLANCA 4X6 100P,ARCHIVO Y ACCESORIOS,TARJETAS INDICE BLANCAS,Marca Externa,2026-02-01,3,114.43,38.14,19.13
50011911,TARJETA INDICE BLANCA 4X6 100P,ARCHIVO Y ACCESORIOS,TARJETAS INDICE BLANCAS,Marca Externa,2026-04-01,3,113.1,37.7,19.13
50068612,ETIQUETA BLANCA ECONOPACK 19X50,ARCHIVO Y ACCESORIOS,ETIQUETAS ADHESIVAS,Marca Externa,2024-01-01,5,143.01,28.6,14.52
50068612,ETIQUETA BLANCA ECONOPACK 19X50,ARCHIVO Y ACCESORIOS,ETIQUETAS ADHESIVAS,Marca Externa,2024-02-01,3,107.66,35.89,14.52
50068612,ETIQUETA BLANCA ECONOPACK 19X50,ARCHIVO Y ACCESORIOS,ETIQUETAS ADHESIVAS,Marca Externa,2024-04-01,6,172.27,28.71,14.52
50068612,ETIQUETA BLANCA ECONOPACK 19X50,ARCHIVO Y ACCESORIOS,ETIQUETAS ADHESIVAS,Marca Externa,2024-06-01,6,180.6,30.1,14.52
50068612,ETIQUETA BLANCA ECONOPACK 19X50,ARCHIVO Y ACCESORIOS,ETIQUETAS ADHESIVAS,Marca Externa,2024-09-01,9,183.01,20.33,14.52
50068612,ETIQUETA BLANCA ECONOPACK 19X50,ARCHIVO Y ACCESORIOS,ETIQUETAS ADHESIVAS,Marca Externa,2024-11-01,9,227.87,25.32,14.52
50068612,ETIQUETA BLANCA ECONOPACK 19X50,ARCHIVO Y ACCESORIOS,ETIQUETAS ADHESIVAS,Marca Externa,2024-12-01,10,197.65,19.76,14.52
